sentence,sentiment
bhai 4 baaj chukay hai party abhi baqi hai,1
"I think SALMAN SIR is taking a nap... jago salman bhai jago, aapka fans kab se wait kar raha hain....!",1
Hiiiiiii salman sir,1
Ye raha almost jail sey bhaga hua mujrim,0
Aisa PM naa hua hai aur naa hee hoga kabhi. .,2
One rank one pension ke liye Pease nahi hai sharm karo bhul gaye Rewadi ki pehli relli ko PM SAAB,0
tum mujhse pyar karte ho han to q,2
"Ese he baiya bajrangi.,",1
Bhai plz marry,1
Indian's star salmankhan,2
Sayad bhai bz Honge is liye ni aaye bhaijaan aayenge jarur ek bar bhaijaan ne commitment kardi to kardi,1
Abe ye koyi salman ki real prf thodi hai,1
Han bhai aaj raat party to bnti h,1
Nhi arah bhai,1
mast hai vai,2
Love u sir love u soo much urs I'ts beautyful vedio ...,2
jhuti hi umid shi pr batta do sir fir kub milege,0
Salman khan kaha ho?,1
Assalamualaikum salman sir,1
Shadi karoge mujhse salman g,2
Hlo sir hm sb aapka wait kr rhe h,1
Koun bolhata hai Saadi nahi hogi ..meri aur Salman ki saadi hogi 2016 ..October ..first week :) :),2
Are yar to to me ghar aawunga bhai biryani khane aa sakta hu na bhai,1
salu bhi i your biggest fan jai bajrangi bhaijaan,2
arbaaz bhi thik kehte the aap less puntual hai,2
6 miniute ago .....waiting indias super star salman khan,1
salo yha kyu apni maiya thukwa rahe ho.. sale chutiye bhaag jao.. ni to ga**nd paad dunga,0
Agar aaj Maine pyar kiya relies hoti to kitna hit hoti?,1
4 baj gaye bhai aab too aao naa plez,1
bhaijan kahan ho,1
"Modi jee, aap jaha jaatey ho vaha sabko apna bna latey ho, good wishes for you",2
Please reply karo naa mujhe please salman ji,1
Jaldi aa jao Salu bhai.bhai aap kahan ho 4pm ho gaya...I'm waiting you bajrangi bhaijn...Aap bahut kamaal karte ho...,1
dil kahta h,1
Hamare des ki saan hamare dil ki arman ham sab ki jaan hi hamare salman bhai jaan,2
Waoo.salman nice yar,2
mera bharat mahaan padhega India tabhi to aage badhega India,2
SALMAN khan KI maaki chit uski maaki chutme modi KA lawda saala harami KI janwaad naaliya kholia KI paidaas uski bahen KI naak me ganpati KA land WO chinaal Randi maadarchod hai,0
Yes puri duniya aapke khilaf ku na ho jaye mujhe aapke upar pura bhrosa h or marte dum tak rahega salman bhaijaan love you,2
"Mei meri puri,,, family modi sir se bahoot,,, peyar karte hai",2
Kyu aisa kya salman bhai,1
aaj ki party fb pe salman bhaijaan ki tarf se,1
Bhar do jholi meri ya Muhammad mujhko Salman bhai se milado,2
Sala kutta tera movi kon dekhe ga harami,0
Radhika Medan- sirf salman ko chod kr baki sab call krnge tmhe.. ;) :),2
Aap kahan hai hum aa gaya,1
Tumare ghar pe,1
salman khan ek achhe enshan hai mere bhai hai,2
Asslam walekum salam sir,1
bhai work hai kya..hume bhi hai thodi der baad but plzz tution jana hai:(,1
Hyd mai sabse ziyada apke fans hai salman hum to bajrangi bhaijaan zarur dekhngeeee,2
heloo sallu bhaaaaayi,1
bhai dhakka na den,1
Loveeee youuuuuu salman bhai.apki shadi ho jaye jaldi.aur bhagwan apko sweet sa baby gift kree.,2
koi gal nai mujhe pata hai aap bahut busy rahte hai all the best veerji,1
kya bat karu ??  Bangladesh main jo Hindu k satha jo horaha hain... baat kar k kya hoga ??,1
"Salman bhai,kabhi aap samne miljao na,toh jarur apke gale laag jaunga,,taab mera v kick laag jayegi,,,",2
bhai bhai bhai kaha ho,1
j banda kam kar raha hai ham maze le rahe hai jab sey india ke pm bane hai tab sey laga gai great man in the world .........best pm in the world..... only one on one......,2
Salman bhai aap humse kaise baat karonge bhai,1
salman khan nice,2
tym kbka ho gya...whr r u,1
Jai jai bajrangi bali tod de dushman ki nali. seen fisrt day fisrt show amazing movie,2
19 ko eid h or wo apni eidi lene zaroor ayega.,1
Hum bhi h raho me kl mene haji ali dargha pe salman bhaijan ko baijat bari hone ki duwa mangi,2
kavi baat karo,1
aap kaese hai aor kaha par hai.,1
Salu bhai mary yaqen hy ap mary ko lft karawogy.,1
Newaz bhai favr8 song raat ko aunga mein comment karunga mein questions bhi puchunga mein,1
kya hua sir?,1
Asalmwale coom bhaijaan,1
salman ji ap kaha ho.plz ajao,1
Asli swachhta safai krne se hoti hai sir photo khinchwane se nhi,0
salman sir plzzz aa bhi jao its 4:02,1
Fast daey 70 crore bahijaan,2
SUNO SAB CHUP JO JAO BHAI AANE BALA HAI,1
are wait kro jaruri thodi na hai 4 bje ka bola hai to 4 bje hi aaye,1
modiji yehi voh desh hai jo hume aur mazbut banayenge,2
india ka mal jitna paroge ghum lo 5 sal ke bad aap nehin aaoge,0
dSir kya mujh gareeb ko aik reply melay ga plz ....?,1
Jo abi ayy han un ko bata dun aj online chat ho gi idar okay 3:30pm par,1
sabki jaan salman khan.,2
Bhai jaan hum apke liye ek thofa bej rahe h .....I love you. ....salman khan. .....,2
Pta h. Ye sab fake news ghum ri h aj kal. Bt shayad flm pe iska asar padh sakta h. Ap wts ap pe vdo share kro k apne kuch ni bola muslims k khilaf. Insha allah sab thk ho jaega,1
"Vai always we love u, or hm sabko paataha aap aisa kuch nahi karenge jo kisiko dukh pouche.... always vaijaan r8 or jo kartaha kisiko na kisiko vala hotaha.....",1
Agr time mile to mujhse bhi bat kar kena...,1
Salman khan me aapka wait kar rahi hu pliz,1
Superp bhai jaan,2
jisko lgta h bhai nahi aaye the ye link kholo or dekho kitne logo ko bhai ne jawab diye livestream.com/fblive/salmankhan,1
3min bs bhaiii,1
Bs kya bhai,1
Ek nai kahani dekhne ko behad utsuk hai.love you sallu bhai.bhaijaan.,2
Yaar baj gaye bhai....reply?,1
Salman je plz kbhi to rply kiya kro tbhi pta chal e ga ki aap bhi apne fens se pyar krte ho,1
It's 4:02 sir,1
Selfie le beta jb marja0ge jb Qaber m ja0ge tb Allah tje dakhega ghtya h0 tm really,0
Wah modi sab,2
Salman bhai jan aap ne to bahot badi bat bol dali he ki meri film musalmani ke bena hit krke dikhauo ga .... ab aap bol rahe he ki nahi mene esa nahi bola ....To kisne bola kya hua jawab do aap,1
bhai jan ekdam kadak,2
kyonki aapke baare main jaanta hu to aap bhi mere baare me saari jaankari jaane,1
u welakam saluu,1
Modi sirf naam he kahi hei,2
Ye to confirm hit nhi jayegi kyunki koyi musalman bhai iski picture nhi dekhega,0
Asalamwalaikum sallu bhai aap hai logo ke baato ko dil par nakko liyo chahay kuch bi ho jaye mai aap ke sath hu ok ur the great bhai great handsof 2 u luv u sallu bhai,2
bollywoood ki shan apna bhaijaan,2
Dekhe kise reply karta hai Mr dabang,1
Allah ap ko sada khush rakh. aameen.,2
Bhai hamara naseeb kha hum aapke sath party kar sake,1
Modi ne kuch kiya ki nahi... wo pata nhi.. pr wo 5 sal me pura world jrur ghum kr aayega,0
meney suna ap kiynup hohay yes no pls ansr,1
Grt super star sallu bhai,2
Hello koi hai ?,1
ab aa jaayiye mai aa gaya hu.....! ??,1
piz contect me,1
Sb kh rhe h fake id fake id . Aap ko proove krna chahiye aap hi ho.,2
Me apka fen bhi hu aur apko sabse bada guru manta hu.,2
bhi..movie blockbuster hogi bhai,2
Modi ji aap aage bado hum tumhare shath he..,2
Bhaijaan aap kaa ek reply mere liye bohot important hai kyuki mai aapka bhakt hu,1
salaam sir kaise ho sir plz inbox per message karo,1
aabay india k sowar. cow ka peshab penay walay . pakistan aja. tujhe karachi ka peshab khane ly jaounga. roz 3 liter pelaounga. or khane hai tujhe cow ka gobar bhe khelaounga. maa ke choot tere or teray bhen l loray BAGWAN ki,0
Party with salman & bebo kon miss krega,1
Chance bhut kam hai mai dekhsakti hoon ya nahi,1
Humari dua apke sath hai bhaijaan apko kuch nhiho sakta,2
sir aap dil jeet liya kya movie ti,2
Hii bhai kahan ho aap ..,1
Mery chanda jaldi kr.,1
bhai bhauiiiiiii khaaa hooio,1
Lub ju bbye,2
plzz slman ap jrur reply krna hm apka w8 krre h,1
U r absolutely right bhai aap aisa kbhi bayan hi nai desakte muslim k khilaaf yeh sab apko badnam karne ki aur apki image ko kharab karne planning. Hope inshallaha police jald se jald inn dhokebaaz logon ko giraftaar karle.,0
Harami ki aulaad hai salman,0
Jai hind ks.chouhan bhinmal jalore,1
Raksha Shinde SALMAN insha Allah zaror help karenge...,1
ye kya hai 3 min ka bhi video nahi hai aur shirf 2 sawal asli akda bhejti hun abhi Twitter par,1
"Inshaallah jobi hoga fer aye ga,",2
are abhi to Dus minuts baki hai Bhai....,1
hindustan ka raja he bhai,2
ye salman khan ki real id h ya sab fake h salman sir ko inna tym h ki wo aae or hum s baat kare i think its fake,1
Aap ki new film ka mein besabri se intzar kar raha hu please jab film release hogi to website post kar dena ta jo ham aap ki super duper hit film dowload kar sake,2
Sir kisko rply mat dena,1
Bhaiii ...greatttt<3<3<3 amazinggg wonderfullll,2
kucch naya kahaani nahi hai sirf action mai jayda focus kiya hai new action hero ........... superhit because of salman.....,2
Aby bhai sarfaraz t hy dhoka nae dyga.,1
Hiii salman I form mardin we are love you bolly fans Turkey love you love you come in turkey come in Istanbul muahhh??? you we salman bhaiiiii I love you muah ????? you are films likeeee? my favorite films chori chori chupke chupke ??,1
Bhai 4 baj gaya bhai kaha ho bhai? Please reply karo na bhai,1
Hangover teri yado ka,2
600.0000000 se paar gayi bhaijaan,1
Damn thm invisible ninjas cuttin onions..,0
ab kitta wait krwaoge,2
very nice salman bai beautifull song,2
please help me mein fb page par chat kese karu salman bhai ke sath??,1
awsm trailer with dhasuuuu fights,2
"Love u mere swttuuuu... Muuaah muaah muah .. Tum ho toh me hoo... Ek pal milneki chahat se umid banih, aur umid se jindahoo me... Tere lye bas tu hi tu hai...",2
bhai india my 4 baj gy,1
kidher hoo sirrrr,1
Bnai aap keh rhe ho ki me muslmano ke bina bajragi bhaijaan hit kroga yhe sach h..,1
ok.bhai mere pass bahot sare questions hai...,1
Sallu bhai mera no. 9861674485 ye mera ijat ki sabal he bhai jaaaaaaaaaaaaaaaaAaaaaaaAaaaaaaaan,1
bhai jaan ek baar me aap se milna chahta hu bhai jaan please please,1
HUM HAMESHA AAPKE SATH H BHAI AAPKE LIYE JAN HAJIR H,1
bhaio ye khabar afwah he Muslims ko challenge karne wale,1
4pm ho gye,1
flop. thaki huee moviee. bigg flo[,0
bhai we are waiting 5 bajne wala hai,1
bajrangi bhai jan ke liye dil se subhkamnaye sir,2
ma na ja ohir bhai ko post office behja ha ap ko kch snd karna k lia.magar pata nhe apka adress tak nhe pata ya pir kia waja ha,1
Salman bhai aapne mera hi nai blki sab fans ka dil dukhaya hai,0
acche din aa gye ............,2
Apke liye possible nai hai sbko persanaly reply krna to apne ek bar me sbko thanx bol diya..acha hai..,2
selfie le lo bhai ke saath,1
"i love u salman khan iam u r big big fan love u u u u u sooooo much sallu,,i miss u very day",2
Eid ke din salman apni maiya chudae,0
Koi kitana bhi virodh kare hum movie Dekhenge...because hame pata hai ki salman sir sab dharmo ko manate hai support karte hai aur koi galat kam nahi kar sakte...love u salman sir,2
Aap Hindutva kabhi na bhuliyega,2
agar sachhe muslman ho to eid ke din is kutte ki film mat dekhna.,0
Mein apke sath jacqueline ka b fan hun,1
bhai tumhara ghar or ghar ke share log islaam ke naam par kaala dhappa ho islaam se judi koi bat nahi he tumain,0
Safal videsh yatra ke liye badhai ho sir,2
Ekdum Zakaaas hai sab..,2
Salman bhiya mujhe aap ki dabang three me ek chota sa roll de dena,2
Aaray Yaar koi toh bolo sab comment kar re khali kispe baat karinge bhi,1
Salman bhai 1 mulaqat zaroori Hai apse milnii kii lv u bro..,2
BAJRANGI BHAIJAAN 700 CRORE!!,2
Shi me salman bhai jaan ki movie record ho gi,1
Bhai bajrangi bhaijan to samjho ki HIT HAI,2
Akbarudin ovasi ek Sacha Muslim he or tu sale Musalmano ke naam pe kalank he sale suvar jese saqal Vale,0
Salman yaha aur bi bahot se bandar hai par mai sirf tum se pyar karti hu please reply me,2
very very very very very nice,2
modi sir app pahale OBC president ho. OBC ke liye kuch karo. bad me koi kuch nahi karega,0
aap bahut cute lag rahe ho,2
sallu bhai ilove you,2
Abe tu kutta hai be...teri movie flop hogi...dkhna tere kitne fan kam ho gaye...,0
love u love u love u sallu?,2
salman bhaijaan...ap ki new movie mein shoot mee mai,1
Helo salman.sir,1
Salmam khan teri film flop hogi yaad rakh le tu,0
Kya be salman bhadve,0
Bhai apne bola air Maine comment maar dia...Eid Mubarak ho,1
Kye hal han Salman Bai,1
Mortath kafir hy tu salman kanjr,0
Salman bhai mje aap se milna hai...i am ur big big big fan...,2
Salman Bhai yeh bajrangi bhaijan pe comment aa rhe hai is movie ko nhee dekhna,0
Jaldi ago bhai,1
"apja ek vi film miss nehi karta, kisaka film k lia theatre jau ya na jau.. 2-3 Bar min. Apka film thetre mein dekhne zarur jataa hun dosto ko leke.",1
Sallu agia fb pe,1
"Salman ji , aap ko haleem pasand hai?",1
salmaan khan tumhare naam k pichey khan accha nahi lagtahai hata de muslaman ke naam ko jo itna hi bura kagta hai islamic dharm to abhi chod de zarurat nahi hai tumhari islaam ko,0
Bhai movie itni chalegi ki record ho jaayega,2
Nicere vai sallu,2
"Bhai hisar,haryana m aajao",2
Jaise#bajrangi k seena hmko #HANUMAN milanga.hum sbka dil ma sirf#SALMAN milanga.,1
new opera bhi install kiya tha maine abhi usme open kiya hai,1
bhai vo bache ladki aapke sath kareena se jada cute lag rahahe.,2
Hamari or se ED mubark ho aapko or aapki fhemli ko..,2
my favirat hero salman khan,2
salman khan app next film ki shooting agra city se karna plz sir,1
i lv u urmy fav star koi nai ap sa proud of u i lv u,2
ghum le puri Dunia chutia bana raha pure india ko kutta sala,0
Bhai hume fool to nahi bana rahe na,1
Oh ho kab bajega 4pm,1
"Bhai mein apka buhat bra fan hon pakistan,sindh,karachii",1
Han businesses women banna chahti hun tumhare chakkar me sab bhul gai hun ek tum ho jise shirf mai hi yad nahi hun,2
bhai jaan nice,2
assala muwalekum vhai zahan,1
Ek baat btao,1
Kya guarantee hai ki sab questions ka answer aap hi denge???koi dusra bhi toh de sakta hai???,1
Salu bhai main tek hun ap suna wo kia kr rhy ho.,1
Plz sir aap se baat kar ne hai,1
sir inshaalllah may ap sy ek bar milon ga.sir ap sy galay mil jao ga.n,1
Ye movie hit hone se ruk he nhi skta h movie hit hoga hit hoga hit hoga----------------------,2
4 baj gaye lekin reply abhi baaki hai,1
loveee u saluuuu,1
kamal karte ho salman Ji,1
mission acchha hai bas lagu sahi se ho,2
modi ji aage chalo haem aapki jarurat hai,2
Bhai jaan ... plz ek bar mera name typ kr k hiii bol do plzzzzz bhai?,1
Bahi ke zalak sab sa aalag..... Ma to superman salman ka fan....,2
Ghandhi gandhi gandhi aakhir ye gandhi hi kya ek logo ko bewkuf bana kr des ko bechne wala,0
bhai aaj ki party ye song film dikao na please,1
Kabhi SUBHAS CH Bose & Bhagat Singh ki bhi baat kiya karo sirji....Jisne desh k tukde kar diye us aadmi (Gandhi) ki murti anvaran karte phir raheho @ narendra modiji,0
kyaaa yaaar ...umidd thi k aaj kuch had tak to sapna sch hoga leki pandey ji umid tod di naa..,0
Mojh par ik ehsaan karna k moj par koe ehsman na karna,1
Help me bhai plzz help me,1
Bhai phela din phela show love u bhai,2
salman sir aap apna ek kisi film mein Internationl rockstar Imran khan ko Singing ka mouka dijiye,1
Owsome look bhaijan,2
bhai ko zrur koi kam hoga,1
Bangladesh meh apko chahne bala bohut khub..,2
Bhai ram ram,1
Movie flop ham sab ke tarfse aap ko bhai mmubarak,0
Bhai ki jai ho,1
Sir hum Aapka wait kar rahe hai please talk,1
Salman bhai ji ko Namastey Salaam.ye Eid apki superhit ho.jai bajrangbali.,2
sir hamare ider 11;30 am ho gaye jub aap aao gaye mein baat nai kar saku gi plz mera messages per abi baat karo chote kp nursery se laana hoga mujhe mein london mein rehti hu plz sir reply de dou,1
Bhai aao na,1
bhai kaam se fariq ho jau to bta dena pahle aap,1
Salman sir apke liye Puri life wait kar sakte h,2
Ok ..chahe jb ap bolo,1
oye fake id #salman_khan tera to public #acount hai ... real hai to #page se reply mar,0
Jai hind modi sir,2
Sab log teyar ho jaye bhai jaan aa rahe he ........?????????????????????????????????????????????????????? 9...8....7.....6......5.....4.....3......2.....,1
Thu thu thu kuttey...,0
tum achi acting krta h,2
ye vi bolne ki baat h ap bulayen aur hum na ayee #bhaiyjan,1
Salman bhai aap kamal ho,2
Bhai profile pic mxt HAI change mat krna,1
love u bhai tumhare liye ye jaan bhi de sakta hu..Love u bhai jaan sallu bhai..,2
sar in pakistanio ka kuch kijiye...... kuch pakistani log daily aapka naam lekar india walo ko gaaliya dete h,1
supprrrrrrrrrrrrrrr salllu bhai,2
koi dekhe na dekhe hum toh apki iss film ko toh zarur jayenge,2
sir ticket k paise ni hai 2 ticket bhejo,2
Ye log bhi kese he movie dharm me khasit rahe he,1
Kafir wala name hi mila tha ap ko,2
Bhai app bollywood king hokar apne app ko bajrangi bhaijan kya late ho Eid me a sob ko aacha nahi laga bohut sms araha ha is move ko mat dikho appne majhab ko chota kara ha kay a chsch ha?,0
main aap ka bohut bade fan hu aap to sab ka help karta hai mera bhi 1 help kardena bhai plz bhai mujhse baat karna i miss u bhai,1
sorry year... sara then salman khan kiy sathe mere thenb barbat... :'(,0
Bhai jaan apse ek request tha.... ek baar apki koi dance functions me dance karne ka moka dete toh.... ye jindegi ki sabse bada dream pura ho jata,2
okk bhai jaan,1
Salman bhai ap mujhe bhot pasand ho,2
salman sir sara din guzar gaya aap aa he nai :(,0
sallu bhai..........ed ki party akele ....hi hmko bhul gye,1
Yehi jadu hai modiji ka jaha jate log pyaar karte hai,2
advanced eid mubarak,2
Bhai woh kya matter hai Jo ye log bol rahe sb,1
Eid ke phle realese mt krna sir jee..,1
Mujhe shadi karni salman apse plzzzzzzzzzzzzzzzz marry me,2
Kyo pade ho chakar me koi nahi hai takar me. Modi is best pm .,2
are yah madhar chud kiya dega iski to me ma chud dunga agar yah mil jaye yah madhar chud islam ka dusman ha is sale ko bech rod per lakar goli mar du ise mar duge to zanat miljayegi kiyu ki yah madhar chid islam ka dusman ha,0
salman bhai sab aapko millna chahty hy but meko aap miloo ya na millo bass duaa dyna our aapke jyis meko bing human trust nikal na hy help me takee our bachho ko help kar sako mai bass duaa millaa,2
Salman bhai hum to apne bach pan sey like kartey they abibi kartey hai lykin aapne ek baat kah ke hamey naraaz kardiya,1
bhai kha ho?,1
salman bhai am ur big fan.... am from paaaakkkiiissstan.... plzzz plzzzzz plzz plzzzz rply me one time..... plzzzzz waiting,1
bhai helo hi bol do...,1
eid mubarak ho aap ek baar reply karye pls,2
Realllllly loooovvv u salman,2
Saale salman tu musalman ke khilaf hokar bohot niche girega,0
"Sir ji you r great,Ap sirf bidesh Bhraman korenge ya Desh Ki bachhe ko v khayal rakhenge,Kitna garub hai hum log,Diya koro sahab",2
7 mnt or,1
bhaijaan ed mubark.,1
Kabi nahe deka relpy wait mat karo,0
Mene kitni bar smjhaya tha rat ko chashma mt nikala kro animals njr ate hye ap ko firr,0
Bhikari eid Ka jkate sedka fitra lene aa rha he,0
Fake fake fake fake,0
Jaao apne fans se baat karlo sab wait kare h,1
sir aa jaao sabhi log aapke fans aapki wait kar rahe plz aa jaayie g plz....sir ek msg bda sa reply kar plz time nikalkar g,1
kaha pe karinge baigan ;),2
very dhamaka song pichli baar jumme ki raat &iss baar party ki raat wow..party aapki taraf se iss party mehi kick hai...,2
"Aapko hamari b umar lag jaye, itne bade fan hi ham",2
"india ka log ka vote ka valu delhi me samach ayyena.india me avo modiji,idhar bhahuth problams he solve karne ka",0
